$GPRMC,123055.000,V,5419.276,N,01007.856,E,0.00,0.00,221015,1.3,E,F*15
$GPRMC,123155.000,V,5419.281,N,01007.834,E,0.00,0.00,221015,1.2,E,F*19
$GPRMC,123333.000,V,5419.283,N,01007.822,E,0.00,0.00,221015,,,*1C
$GPRMC,123512.000,V,5419.285,N,01007.810,E,0.00,0.00,221015,,,*1B
$GPRMC,123622.000,V,5419.286,N,01007.799,E,0.00,0.00,221015,,,*16
$GPRMC,123902.000,V,5419.288,N,01007.793,E,0.00,0.00,221015,,,*12
$GPRMC,124035.000,V,5419.292,N,01007.768,E,0.00,0.00,221015,,,*1D
$GPRMC,124258.000,V,5419.321,N,01007.653,E,0.00,0.00,221015,,,*1D
$GPRMC,124322.000,V,5419.338,N,01007.604,E,0.00,0.00,221015,,,*17
$GPRMC,125048.000,V,5419.331,N,01007.602,E,0.00,0.00,221015,,,*18
$GPRMC,000000.000,V,5419.310,N,01007.588,E,0.00,0.00,221015,,,*1A
$GPRMC,000000.000,V,5419.295,N,01007.578,E,0.00,0.00,221015,,,*19
$GPRMC,000000.000,V,5419.288,N,01007.571,E,0.00,0.00,221015,,,*1C
$GPRMC,000000.000,V,5419.280,N,01007.561,E,0.00,0.00,221015,,,*15
$GPRMC,000000.000,V,5419.273,N,01007.551,E,0.00,0.00,221015,,,*1A
$GPRMC,000000.000,V,5419.268,N,01007.544,E,0.00,0.00,221015,,,*14
$GPRMC,000000.000,V,5419.255,N,01007.521,E,0.00,0.00,221015,,,*19
$GPRMC,000000.000,V,5419.246,N,01007.504,E,0.00,0.00,221015,,,*1C
$GPRMC,000000.000,V,5419.238,N,01007.484,E,0.00,0.00,221015,,,*1C
$GPRMC,000000.000,V,5419.232,N,01007.462,E,0.00,0.00,221015,,,*1E
$GPRMC,000000.000,V,5419.222,N,01007.421,E,0.00,0.00,221015,,,*18
$GPRMC,000000.000,V,5419.206,N,01007.346,E,0.00,0.00,221015,,,*18
$GPRMC,000000.000,V,5419.203,N,01007.334,E,0.00,0.00,221015,,,*18
$GPRMC,000000.000,V,5419.196,N,01007.304,E,0.00,0.00,221015,,,*14
$GPRMC,000000.000,V,5419.191,N,01007.283,E,0.00,0.00,221015,,,*1D
$GPRMC,000000.000,V,5419.185,N,01007.264,E,0.00,0.00,221015,,,*11
$GPRMC,000000.000,V,5419.182,N,01007.256,E,0.00,0.00,221015,,,*17
$GPRMC,000000.000,V,5419.181,N,01007.252,E,0.00,0.00,221015,,,*10
$GPRMC,000000.000,V,5419.169,N,01007.226,E,0.00,0.00,221015,,,*15
$GPRMC,000000.000,V,5419.160,N,01007.210,E,0.00,0.00,221015,,,*19
$GPRMC,000000.000,V,5419.153,N,01007.193,E,0.00,0.00,221015,,,*11
$GPRMC,000000.000,V,5419.147,N,01007.183,E,0.00,0.00,221015,,,*15
$GPRMC,000000.000,V,5419.142,N,01007.172,E,0.00,0.00,221015,,,*1E
$GPRMC,000000.000,V,5419.119,N,01007.121,E,0.00,0.00,221015,,,*16
$GPRMC,000000.000,V,5419.098,N,01007.072,E,0.00,0.00,221015,,,*19
$GPRMC,000000.000,V,5419.071,N,01007.001,E,0.00,0.00,221015,,,*1A
$GPRMC,000000.000,V,5419.057,N,01006.967,E,0.00,0.00,221015,,,*16
$GPRMC,000000.000,V,5419.041,N,01006.923,E,0.00,0.00,221015,,,*11
$GPRMC,000000.000,V,5419.004,N,01006.829,E,0.00,0.00,221015,,,*1B
$GPRMC,000000.000,V,5418.994,N,01006.799,E,0.00,0.00,221015,,,*1E
$GPRMC,000000.000,V,5418.992,N,01006.797,E,0.00,0.00,221015,,,*16
$GPRMC,000000.000,V,5418.990,N,01006.787,E,0.00,0.00,221015,,,*15
$GPRMC,000000.000,V,5418.971,N,01006.729,E,0.00,0.00,221015,,,*1E
$GPRMC,000000.000,V,5418.955,N,01006.677,E,0.00,0.00,221015,,,*12
$GPRMC,000000.000,V,5418.949,N,01006.652,E,0.00,0.00,221015,,,*18
$GPRMC,000000.000,V,5418.945,N,01006.641,E,0.00,0.00,221015,,,*16
$GPRMC,000000.000,V,5418.934,N,01006.595,E,0.00,0.00,221015,,,*1A
$GPRMC,000000.000,V,5418.929,N,01006.569,E,0.00,0.00,221015,,,*15
$GPRMC,000000.000,V,5418.926,N,01006.550,E,0.00,0.00,221015,,,*10
